,account_length,voice_mail_messages,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
1647,110,0,1,0,94,37.86,98,8.99,78,9.67,4,3.65,60.17,0
1648,102,0,0,0,79,29.67,136,20.13,110,12.17,5,2.3,64.27,0
1649,130,0,0,0,86,11.63,110,16.43,139,7.72,4,2.81,38.59,0
1650,91,31,1,0,78,46.41,98,18.32,114,4.71,2,2.59,72.03,0
1651,64,0,1,1,134,38.3,87,9.2,132,6.28,9,4.67,58.45,1
1652,176,23,1,0,130,48.14,74,13.82,104,8.0,6,1.94,71.9,0
1653,93,0,1,1,78,22.34,106,18.67,103,7.01,2,3.0,51.02,1
1654,84,12,1,0,87,15.25,73,11.78,114,7.46,2,2.89,37.38,0
1655,138,0,3,0,102,21.61,106,21.05,75,9.35,3,1.35,53.36,0
1656,101,28,1,0,132,18.0,107,19.69,120,12.66,5,2.89,53.24,0
1657,136,0,2,0,79,24.19,113,13.43,75,7.99,11,1.62,47.23,0
1658,111,0,2,0,80,32.52,94,11.77,107,11.07,3,1.73,57.09,0
1659,132,36,0,0,93,34.32,75,13.29,92,5.91,5,3.7,57.22,0
1660,128,0,3,0,91,42.04,60,15.53,112,6.44,2,3.97,67.98,0
1661,92,38,1,0,96,41.17,144,13.57,108,9.45,1,2.4,66.59,0
1662,197,0,5,1,80,21.64,115,18.9,95,7.83,5,3.7,52.07,1
1663,191,0,1,0,104,27.54,120,20.5,83,9.47,7,2.94,60.45,0
1664,99,33,2,0,93,30.45,102,20.26,96,7.46,1,2.86,61.03,0
1665,106,31,3,0,125,33.56,110,10.49,101,5.2,4,3.32,52.57,0
1666,88,0,2,0,82,25.19,67,26.24,79,10.59,4,1.73,63.75,0
1667,78,0,0,0,85,32.83,105,14.63,119,5.83,1,2.75,56.04,0
1668,98,0,1,0,99,29.19,87,14.86,130,8.53,6,2.11,54.69,0
1669,17,35,1,0,123,33.75,74,23.0,130,9.45,10,2.19,68.39,0
1670,56,24,1,0,87,20.69,76,15.64,98,12.0,3,3.43,51.76,0
1671,84,0,2,0,105,22.13,60,23.63,74,13.74,6,3.78,63.28,0
1672,95,0,2,0,96,34.58,61,14.33,105,7.79,3,3.7,60.4,0
1673,16,0,5,0,83,29.7,122,23.87,80,7.73,8,2.84,64.14,0
1674,76,0,1,1,120,40.97,96,19.7,67,9.91,1,2.67,73.25,1
1675,93,0,0,0,95,24.09,100,18.79,71,10.22,3,2.75,55.85,0
1676,83,0,2,0,96,22.92,78,14.21,123,7.27,5,2.08,46.48,0
1677,123,0,1,0,119,27.73,51,21.2,77,7.57,10,2.43,58.93,0
1678,64,0,1,0,116,24.74,110,19.41,91,12.3,8,2.4,58.85,0
1679,82,0,0,0,73,56.07,120,17.71,102,12.02,6,2.86,88.66,1
1680,107,0,2,0,97,33.07,131,15.84,106,8.02,1,3.43,60.36,0
1681,110,0,1,0,93,22.42,106,23.18,105,8.68,4,1.92,56.2,0
1682,96,29,1,0,91,25.5,75,13.55,55,10.26,3,2.3,51.61,0
1683,47,30,2,0,93,33.42,140,20.52,118,10.17,4,3.48,67.59,0
1684,115,0,2,0,107,16.95,96,12.33,99,6.72,4,3.81,39.81,0
1685,69,0,3,0,88,24.41,86,12.05,83,8.73,5,2.92,48.11,0
1686,163,40,2,0,56,39.42,91,18.0,74,12.08,3,3.32,72.82,0
1687,90,0,3,0,80,6.43,105,13.2,111,7.88,5,3.83,31.34,0
1688,98,0,3,0,107,12.38,103,15.84,110,7.89,4,2.84,38.95,0
1689,90,39,1,0,89,16.12,91,18.62,65,8.88,5,3.08,46.7,0
1690,174,15,1,0,143,37.71,115,17.9,109,9.98,9,3.35,68.94,0
1691,95,0,2,0,120,45.73,120,19.86,61,8.07,4,1.97,75.63,1
1692,79,0,1,0,114,45.61,111,15.77,88,11.91,7,1.7,74.99,1
1693,123,27,1,0,127,33.78,105,21.17,124,7.79,5,3.38,66.12,0
1694,99,0,7,0,75,19.64,111,18.54,98,11.47,7,3.11,52.76,1
1695,114,0,2,0,100,34.36,102,16.63,120,13.13,5,3.59,67.71,0
1696,141,0,1,0,113,36.65,81,17.05,107,6.92,6,3.35,63.97,0
1697,132,0,1,0,107,28.88,121,17.8,79,9.27,2,3.11,59.06,0
1698,133,0,0,0,85,34.29,116,14.4,80,12.88,4,1.62,63.19,0
1699,133,0,4,0,133,37.59,140,13.62,84,7.28,3,2.27,60.76,0
1700,93,32,2,0,117,37.18,61,9.78,85,8.67,5,2.54,58.17,0
1701,34,0,2,0,89,49.93,71,23.16,76,8.02,10,2.97,84.08,1
1702,140,0,4,0,108,20.45,84,20.43,74,9.74,3,2.08,52.7,1
1703,96,26,2,0,96,29.89,84,17.56,105,8.01,2,3.0,58.46,0
1704,144,0,1,0,95,47.35,90,20.46,90,5.4,5,3.13,76.34,1
1705,24,29,3,0,105,40.17,114,16.22,105,5.81,2,1.94,64.14,0
1706,54,0,1,0,113,46.55,156,10.17,117,12.04,3,3.16,71.92,0
1707,50,0,5,0,129,22.29,94,13.64,88,9.31,9,1.51,46.75,1
1708,92,23,4,0,83,28.46,129,21.98,110,5.24,3,3.02,58.7,0
1709,96,0,3,0,68,33.61,53,21.29,67,8.15,3,2.84,65.89,0
1710,146,0,2,0,93,28.82,71,19.63,115,12.14,7,2.43,63.02,0
1711,138,17,0,1,116,38.28,88,14.74,99,6.56,4,3.16,62.74,0
1712,102,0,4,0,73,29.67,114,18.16,116,7.41,5,2.78,58.02,0
1713,76,0,5,0,84,22.05,80,15.09,87,10.3,3,2.03,49.47,1
1714,99,0,3,0,66,34.0,104,9.17,82,10.52,2,3.08,56.77,0
1715,83,36,0,0,87,16.3,105,22.24,109,10.29,4,3.59,52.42,0
1716,36,25,1,0,110,25.98,67,20.64,74,6.63,2,2.46,55.71,0
1717,70,0,1,0,102,22.08,133,17.74,93,10.41,3,3.86,54.09,0
1718,109,0,2,1,85,45.63,131,12.8,84,13.41,8,2.62,74.46,1
1719,100,0,2,0,152,32.05,115,12.61,88,8.09,5,4.1,56.85,0
1720,104,0,1,0,97,29.0,111,13.78,131,9.48,1,1.65,53.91,0
1721,106,0,1,0,124,32.54,116,17.06,76,10.35,3,2.21,62.16,0
1722,84,0,1,0,96,12.8,113,15.29,134,8.72,1,3.32,40.13,0
1723,80,0,2,0,123,25.47,75,23.49,75,10.86,7,2.94,62.76,0
1724,100,0,1,0,87,19.7,56,9.46,77,7.66,4,1.92,38.74,0
1725,99,0,2,0,86,21.9,105,17.33,131,12.72,4,3.81,55.76,0
1726,50,0,1,0,108,22.39,103,18.4,126,8.82,5,2.97,52.58,0
1727,105,0,1,0,48,17.24,119,13.52,53,11.66,2,3.29,45.71,0
1728,113,23,4,0,104,25.33,67,20.04,76,9.08,5,2.57,57.02,0
1729,111,36,2,0,123,16.46,105,14.5,85,7.47,4,3.62,42.05,0
1730,161,0,2,0,121,18.28,46,21.79,131,11.12,3,3.4,54.59,0
1731,70,0,0,0,95,39.58,111,25.79,104,11.5,7,3.48,80.35,1
1732,97,43,3,0,105,20.59,115,22.12,100,10.01,5,2.24,54.96,0
1733,130,0,0,0,70,21.13,99,23.01,83,10.78,6,0.95,55.87,0
1734,92,0,1,0,101,26.81,100,25.38,99,9.76,3,3.73,65.68,0
1735,119,0,0,0,68,21.13,88,17.6,93,7.08,1,4.0,49.81,0
1736,115,0,1,0,125,48.69,74,17.48,141,8.61,6,1.86,76.64,1
1737,134,0,0,0,95,24.09,101,17.48,60,9.83,6,2.38,53.78,0
1738,127,25,0,0,91,29.41,64,20.89,99,13.5,3,1.3,65.1,0
1739,80,0,2,0,120,45.68,147,25.59,140,7.52,1,1.57,80.36,1
1740,153,31,0,0,130,37.15,103,11.41,105,5.35,6,2.54,56.45,0
1741,85,0,3,0,114,43.4,83,16.54,78,12.45,5,1.0,73.39,0
1742,79,0,1,0,124,7.12,95,17.94,55,10.71,5,3.08,38.85,0
1743,35,0,1,0,87,44.34,78,21.94,123,5.91,2,1.57,73.76,0
1744,120,26,0,0,94,40.7,88,22.05,132,10.71,3,2.08,75.54,0
1745,68,0,0,0,94,38.54,129,14.31,117,8.49,1,2.75,64.09,0
1746,60,0,1,0,147,30.48,89,17.76,98,11.17,6,3.65,63.06,1
1747,120,0,1,0,110,26.86,103,16.75,132,6.97,5,2.7,53.28,0
1748,71,23,1,0,82,29.87,136,22.01,154,12.08,7,3.81,67.77,0
1749,124,0,3,0,107,26.76,112,14.26,102,8.5,3,2.38,51.9,0
1750,23,0,1,0,74,19.23,95,14.35,126,11.83,2,1.86,47.27,1
1751,225,0,1,0,142,31.06,63,20.95,103,9.81,2,2.38,64.2,0
1752,181,0,0,1,83,27.42,83,10.57,98,11.79,3,3.81,53.59,1
1753,63,0,2,0,92,24.23,102,17.71,120,10.3,2,2.03,54.27,0
1754,54,0,2,1,108,32.39,108,22.07,111,6.37,2,2.62,63.45,1
1755,80,15,1,1,110,27.08,120,14.5,82,6.35,5,3.21,51.14,0
1756,118,39,1,1,106,26.15,111,10.48,103,5.3,6,2.48,44.41,0
1757,42,0,2,1,127,30.72,94,14.84,114,7.44,6,3.24,56.24,0
1758,134,0,0,0,105,34.46,90,19.12,108,11.43,7,3.27,68.28,0
1759,66,35,0,0,100,32.44,93,22.21,108,9.43,6,2.4,66.48,0
1760,66,0,2,0,102,34.87,109,19.78,95,11.7,6,2.48,68.83,0
1761,127,28,1,0,124,40.05,113,20.13,127,10.85,2,2.08,73.11,0
1762,146,0,0,0,77,32.18,128,13.25,83,8.37,3,2.0,55.8,0
1763,93,42,1,0,101,28.37,84,23.22,106,7.69,1,3.11,62.39,0
1764,77,0,0,0,87,41.68,83,21.6,91,10.77,4,2.03,76.08,1
1765,111,0,4,0,125,22.54,67,18.79,101,5.76,2,3.43,50.52,1
1766,125,0,2,0,64,30.99,121,11.88,96,7.72,7,3.13,53.72,0
1767,115,14,2,0,86,32.69,90,7.54,120,10.32,3,2.84,53.39,0
1768,115,0,2,1,110,20.74,100,18.72,124,8.09,2,2.92,50.47,1
1769,114,0,2,0,101,32.81,81,21.25,79,6.0,2,2.59,62.65,0
1770,106,0,0,0,112,26.96,114,18.7,106,11.38,3,2.46,59.5,0
1771,118,39,2,0,125,15.56,113,18.69,99,10.31,8,3.43,47.99,0
1772,59,0,1,0,92,26.11,88,17.47,89,5.15,10,3.38,52.11,0
1773,87,40,1,1,79,37.67,74,13.35,124,10.01,3,3.11,64.14,0
1774,21,0,1,0,81,41.6,117,14.28,87,12.67,1,1.78,70.33,0
1775,142,24,0,0,103,40.77,65,24.3,106,11.55,4,2.57,79.19,0
1776,62,0,0,0,132,29.31,100,19.59,109,10.27,5,2.97,62.14,0
1777,149,0,3,0,83,41.23,97,20.86,80,9.88,3,2.7,74.67,1
1778,54,39,2,0,82,19.99,60,13.53,113,10.64,10,3.05,47.21,0
1779,112,0,1,0,127,29.67,71,22.04,120,7.67,7,3.05,62.43,0
1780,68,0,1,0,83,26.74,85,18.78,129,9.85,7,3.24,58.61,0
1781,201,21,1,0,97,32.64,81,20.32,125,5.22,3,4.08,62.26,0
1782,88,0,1,0,76,37.09,60,14.39,99,6.35,1,2.16,59.99,0
1783,85,29,1,0,97,24.58,102,11.9,148,7.44,3,2.94,46.86,0
1784,51,0,0,1,108,26.11,85,19.8,92,9.64,4,3.81,59.36,1
1785,45,29,2,0,104,23.09,101,18.91,92,10.6,6,2.13,54.73,0
1786,116,0,0,0,69,27.32,106,12.48,144,12.95,5,2.21,54.96,0
1787,146,31,1,0,91,34.43,108,20.52,77,7.63,2,2.11,64.69,0
1788,63,34,1,0,119,25.87,91,19.3,103,8.81,5,3.32,57.3,0
1789,133,0,0,0,90,38.66,135,6.22,99,5.14,7,1.27,51.29,0
1790,125,0,2,0,115,32.57,108,17.48,123,9.46,3,2.48,61.99,0
1791,72,0,1,0,111,23.61,102,17.99,91,8.08,3,2.92,52.6,0
1792,130,0,0,0,102,21.59,107,17.59,99,10.43,6,1.65,51.26,0
1793,97,0,1,0,87,28.66,105,22.03,123,12.59,4,1.97,65.25,0
1794,54,0,1,0,73,48.72,108,18.97,107,9.17,5,3.11,79.97,1
1795,160,29,1,0,121,27.98,108,22.34,131,5.57,4,4.1,59.99,0
1796,79,0,1,0,90,24.48,91,11.54,129,9.56,4,3.51,49.09,0
1797,92,47,0,0,95,24.07,130,17.67,95,9.16,11,2.75,53.65,0
1798,59,0,1,0,65,34.73,123,21.02,94,9.66,4,3.24,68.65,0
1799,132,0,1,0,80,27.74,90,14.25,90,3.94,10,1.67,47.6,0
1800,21,0,0,0,110,38.25,111,20.76,93,9.95,4,2.89,71.85,0
1801,93,0,2,0,103,29.94,130,16.97,96,11.88,6,2.3,61.09,0
1802,147,36,5,0,78,43.21,105,19.39,125,4.41,7,3.73,70.74,0
1803,101,0,1,0,105,29.73,75,22.27,93,9.45,5,2.3,63.75,0
1804,125,0,0,1,118,31.84,111,13.66,112,11.87,2,2.59,59.96,1
1805,63,0,3,0,84,36.01,137,19.63,99,9.77,9,2.89,68.3,0
1806,107,0,0,0,102,41.12,117,10.79,92,8.35,6,3.16,63.42,0
1807,110,0,3,0,103,33.34,123,16.97,71,6.12,1,3.48,59.91,0
1808,83,0,3,0,100,39.32,84,17.88,106,9.78,2,3.35,70.33,0
1809,117,0,1,0,104,27.47,119,16.69,111,13.27,2,3.73,61.16,0
1810,124,0,0,0,103,32.98,116,20.49,153,10.24,5,3.21,66.92,0
1811,115,0,3,0,148,18.65,87,19.02,96,10.81,8,4.16,52.64,0
1812,156,0,1,1,119,47.09,106,20.26,96,4.25,3,2.24,73.84,0
1813,89,0,0,0,83,32.66,88,13.91,138,7.64,3,1.65,55.86,0
1814,72,0,0,0,147,33.73,121,18.44,125,5.08,4,3.54,60.79,0
1815,101,42,0,0,82,35.56,74,13.57,100,8.17,3,2.57,59.87,0
1816,53,0,2,0,98,31.42,125,18.39,116,6.35,3,4.97,61.13,0
1817,116,0,2,0,119,28.53,123,12.07,128,8.58,4,1.97,51.15,0
1818,78,0,3,0,140,23.66,113,16.27,125,12.89,3,3.19,56.01,0
1819,117,17,0,0,82,37.62,100,14.25,87,11.82,4,1.19,64.88,0
1820,56,0,1,0,84,20.67,115,14.05,95,10.98,2,2.4,48.1,0
1821,123,39,1,0,99,45.97,110,20.83,113,4.9,7,4.16,75.86,0
1822,127,0,2,0,94,23.73,112,20.48,88,5.72,4,2.38,52.31,0
1823,116,23,2,0,78,43.01,121,11.81,104,12.5,3,3.19,70.51,0
1824,138,26,1,0,83,31.26,93,20.46,125,8.36,3,4.05,64.13,0
1825,120,0,3,0,108,34.56,66,22.09,103,5.22,2,2.11,63.98,0
1826,102,0,3,0,106,34.1,127,12.96,128,8.97,2,2.08,58.11,0
1827,95,0,2,0,96,28.49,89,14.96,113,11.29,6,3.62,58.36,0
1828,102,0,2,0,67,26.61,103,17.37,72,6.39,2,2.67,53.04,0
1829,89,25,1,0,140,36.57,69,16.78,117,7.29,10,2.86,63.5,0
1830,50,0,1,0,82,51.29,118,14.2,89,3.25,6,2.84,71.58,0
1831,93,42,7,0,90,25.89,102,22.74,130,12.01,5,3.05,63.69,0
1832,68,0,1,0,116,33.22,101,18.03,134,6.23,11,4.08,61.56,0
1833,70,0,2,0,97,35.48,83,23.42,122,8.21,3,2.16,69.27,0
1834,138,29,0,0,87,32.32,123,18.97,130,11.53,6,3.83,66.65,0
1835,141,37,4,0,87,31.52,128,15.17,107,9.82,3,2.16,58.67,0
1836,112,17,0,0,95,31.14,125,21.49,95,7.05,3,2.62,62.3,0
1837,117,0,1,1,100,9.21,84,25.77,84,7.73,2,2.32,45.03,1
1838,1,26,1,0,115,35.36,113,15.73,144,8.0,9,2.19,61.28,0
1839,70,0,1,0,110,39.15,87,6.62,105,11.12,4,3.56,60.45,0
1840,87,22,2,0,102,40.94,106,6.45,115,10.11,3,1.92,59.42,0
1841,52,21,2,0,119,33.27,95,9.03,94,7.08,3,1.43,50.81,0
1842,97,0,0,0,82,46.94,106,17.09,73,10.41,4,2.4,76.84,1
1843,105,0,2,0,93,28.24,106,14.95,55,10.96,3,4.37,58.52,0
1844,77,28,4,0,117,23.1,102,20.78,74,9.34,3,3.11,56.33,1
1845,80,0,2,1,122,32.15,92,18.97,116,12.11,3,3.75,66.98,1
1846,120,43,1,0,117,30.24,70,14.88,117,7.26,4,3.11,55.49,0
1847,54,39,2,0,73,24.46,117,17.88,117,5.81,8,3.38,51.53,0
1848,148,0,2,1,138,25.19,123,13.57,62,8.88,3,2.32,49.96,0
1849,119,0,2,0,115,48.81,99,13.54,86,9.76,1,3.75,75.86,1
1850,162,26,1,0,144,30.55,129,18.54,105,9.55,8,2.51,61.15,1
1851,85,0,5,0,96,28.19,141,16.15,116,6.48,3,2.94,53.76,1
1852,101,25,1,0,144,24.5,105,14.25,107,10.8,3,3.92,53.47,0
1853,172,0,0,0,85,29.33,71,21.51,113,9.97,6,1.59,62.4,0
1854,80,0,1,0,138,33.97,91,14.2,94,12.23,4,1.49,61.89,0
1855,67,0,2,0,134,18.55,76,12.1,86,4.1,5,2.94,37.69,0
1856,86,0,1,0,106,29.21,44,25.64,108,6.27,5,2.62,63.74,0
1857,107,0,1,0,101,37.79,111,24.31,117,11.22,4,3.27,76.59,1
1858,133,0,0,0,102,41.79,90,22.5,103,5.03,7,3.02,72.34,0
1859,116,0,0,0,110,27.98,103,23.0,109,10.37,3,2.16,63.51,0
1860,63,0,0,0,107,35.99,77,23.09,108,9.15,7,2.0,70.23,0
1861,119,16,0,1,103,25.02,96,13.61,120,8.28,2,2.08,48.99,1
1862,133,0,0,1,103,43.3,80,21.44,103,8.01,3,2.16,74.91,1
1863,94,0,1,1,113,28.92,94,23.1,78,4.98,4,2.35,59.35,0
1864,69,0,0,0,91,33.17,57,22.23,90,9.17,5,3.08,67.65,0
1865,146,0,7,0,83,25.38,130,15.9,100,6.74,4,2.13,50.15,1
1866,119,0,2,0,75,13.92,114,21.57,125,9.59,1,2.4,47.48,1
1867,142,25,0,1,109,32.49,120,12.72,60,10.25,3,2.65,58.11,0
1868,123,0,3,0,115,35.17,86,19.07,60,8.88,2,2.24,65.36,0
1869,101,0,1,0,156,40.63,106,23.21,93,12.52,8,3.65,80.01,1
1870,43,0,0,0,97,30.48,126,21.48,114,10.24,5,2.16,64.36,0
1871,69,0,0,0,91,31.5,88,18.62,107,10.96,5,1.49,62.57,0
1872,15,0,2,1,80,24.04,76,10.53,88,14.56,3,2.19,51.32,0
1873,107,25,1,0,91,42.26,115,10.14,83,8.74,1,3.24,64.38,0
1874,67,0,2,0,131,25.93,107,21.45,104,8.34,3,1.32,57.04,0
1875,99,0,1,0,102,24.75,87,19.63,86,8.17,7,3.08,55.63,0
1876,46,0,1,0,116,27.91,153,16.68,119,10.62,1,2.19,57.4,0
1877,55,0,1,1,115,37.57,97,14.06,117,10.59,4,2.62,64.84,0
1878,39,0,1,0,126,50.22,117,19.73,123,9.2,2,3.11,82.26,1
1879,92,0,2,0,98,23.77,143,14.87,135,9.07,7,2.54,50.25,0
1880,56,0,4,0,99,27.59,78,12.67,115,11.5,1,4.0,55.76,1
1881,76,0,0,0,97,46.36,95,20.09,105,10.6,2,2.08,79.13,1
1882,132,33,2,1,75,34.05,67,19.26,91,8.95,3,3.48,65.74,0
1883,140,28,1,0,77,26.71,97,14.65,94,8.3,9,3.0,52.66,0
1884,51,12,2,1,60,23.09,134,17.05,98,8.66,7,3.32,52.12,0
1885,27,0,1,0,110,40.24,92,19.71,85,7.41,6,3.43,70.79,0
1886,224,0,3,0,133,18.94,66,14.88,106,9.77,6,1.49,45.08,0
1887,105,28,0,1,89,26.54,114,9.1,95,7.55,3,3.97,47.16,1
1888,117,0,2,0,93,32.49,56,24.04,118,3.82,4,3.24,63.59,0
1889,91,0,1,0,123,26.01,127,11.99,76,7.72,15,2.78,48.5,1
1890,135,0,4,0,123,37.2,64,20.64,80,3.86,3,2.78,64.48,0
1891,146,0,3,0,101,34.92,77,11.47,83,13.97,2,2.78,63.14,0
1892,147,0,0,1,111,38.28,98,15.72,146,6.44,1,2.67,63.11,1
1893,68,0,2,0,127,42.48,118,21.63,98,12.29,6,2.4,78.8,1
1894,68,0,3,0,89,22.37,109,11.65,107,11.53,5,2.75,48.3,0
1895,86,21,0,0,99,33.64,100,14.08,120,9.36,9,2.73,59.81,0
1896,131,0,1,0,129,28.31,107,17.87,93,11.57,5,2.67,60.42,0
1897,86,29,1,0,79,38.32,112,15.9,112,12.65,3,3.48,70.35,0
1898,159,0,2,0,103,46.89,108,16.11,93,10.08,5,2.0,75.08,1
1899,134,40,1,0,105,24.29,61,7.53,96,13.05,6,2.92,47.79,0
1900,113,0,1,0,113,35.22,80,21.76,87,9.49,1,2.67,69.14,0
1901,132,0,1,0,100,35.05,118,17.95,122,8.83,6,2.75,64.58,0
1902,85,0,1,0,66,35.75,76,16.64,82,9.97,7,3.02,65.38,0
1903,93,38,1,1,117,38.37,122,10.17,125,8.69,7,3.78,61.01,1
1904,174,33,4,0,91,28.53,91,17.45,132,5.85,4,3.92,55.75,1
1905,61,0,2,0,118,33.61,96,12.94,93,9.95,3,1.89,58.39,0
1906,91,39,1,0,105,28.87,116,5.54,92,6.5,4,2.94,43.85,0
1907,88,28,2,0,104,32.4,105,20.17,116,9.52,1,2.65,64.74,0
1908,88,45,2,0,140,13.65,101,13.03,123,13.91,3,3.46,44.05,0
1909,195,36,0,0,110,39.39,88,19.13,89,9.08,2,3.27,70.87,0
1910,182,0,0,0,114,11.75,109,19.58,96,11.55,4,1.76,44.64,0
1911,118,0,4,0,60,32.1,64,18.48,100,9.9,7,2.21,62.69,0
1912,103,0,8,0,125,25.6,126,14.37,104,9.95,8,2.81,52.73,1
1913,65,0,2,0,89,32.64,88,11.86,102,8.43,4,1.49,54.42,0
1914,61,25,3,0,78,27.83,112,9.62,118,6.03,3,2.67,46.15,0
1915,172,0,1,0,100,35.99,101,16.89,136,13.58,9,1.76,68.22,0
1916,72,0,1,0,103,29.84,120,11.25,96,10.93,3,3.19,55.21,0
1917,113,0,2,0,120,25.52,85,17.01,105,12.0,3,2.97,57.5,0
1918,177,0,1,0,99,32.22,117,14.99,112,10.17,2,3.83,61.21,0
1919,100,0,6,0,94,12.04,102,18.33,125,10.39,1,2.57,43.33,1
1920,67,0,1,0,102,36.64,95,16.21,106,9.65,6,2.32,64.82,0
1921,136,0,3,0,105,17.29,99,17.24,119,6.13,6,2.54,43.2,0
1922,71,0,4,0,132,43.93,119,10.78,87,8.21,8,2.62,65.54,0
1923,134,0,1,0,126,41.21,115,13.0,115,14.32,6,3.19,71.72,0
1924,124,0,1,0,82,22.41,119,24.17,101,13.75,2,3.05,63.38,0
1925,84,0,2,0,102,32.33,141,16.8,102,11.14,6,2.65,62.92,0
1926,39,0,2,0,104,26.2,112,17.36,92,8.83,4,2.65,55.04,0
1927,110,0,3,0,127,31.96,118,7.69,64,6.76,3,4.13,50.54,0
1928,102,0,1,0,70,17.53,129,23.38,92,6.35,5,3.02,50.28,0
1929,70,0,0,0,130,29.82,130,13.56,96,11.73,4,3.13,58.24,0
1930,142,0,1,0,93,24.72,98,17.77,96,9.63,1,2.94,55.06,0
1931,81,0,1,1,85,42.6,50,15.97,131,5.41,5,2.11,66.09,0
1932,17,0,1,0,123,27.46,81,18.21,106,14.18,5,2.32,62.17,0
1933,119,0,1,0,101,44.22,68,21.8,89,10.31,2,2.7,79.03,1
1934,105,0,0,0,124,47.82,96,25.63,109,9.13,3,2.35,84.93,1
1935,108,42,3,1,90,22.12,128,14.2,80,11.01,5,3.67,51.0,1
1936,90,0,2,0,118,17.34,134,9.63,105,8.49,3,3.08,38.54,0
1937,100,33,1,0,104,37.18,144,13.18,117,4.46,4,3.27,58.09,0
1938,155,30,1,0,86,21.85,91,16.01,85,11.45,6,1.84,51.15,0
1939,113,0,2,0,100,21.88,67,19.3,135,8.01,4,2.48,51.67,1
1940,123,0,1,0,92,29.27,76,13.82,101,11.26,4,2.35,56.7,0
1941,145,0,1,0,124,33.86,86,10.71,135,13.01,3,2.05,59.63,0
1942,42,0,2,0,98,31.37,93,17.04,91,12.56,3,2.38,63.35,0
1943,125,0,0,0,99,28.66,107,14.93,92,10.95,7,2.94,57.48,0
1944,131,30,1,0,118,29.58,81,17.45,90,9.82,3,1.81,58.66,0
1945,107,0,1,0,65,39.17,80,21.88,88,4.83,3,2.3,68.18,0
1946,48,0,1,0,73,33.69,115,17.24,73,6.59,5,1.38,58.9,0
1947,76,0,0,0,96,31.64,100,17.99,100,10.38,4,2.16,62.17,0
1948,128,0,1,0,105,25.25,106,20.66,114,11.48,2,1.84,59.23,0
1949,73,0,0,0,109,26.71,83,22.85,91,8.17,8,2.7,60.43,0
1950,52,0,4,0,110,26.35,104,11.34,84,7.92,4,1.89,47.5,1
1951,126,26,1,1,123,21.98,114,15.0,102,6.95,7,2.59,46.52,0
1952,124,0,1,0,77,32.05,123,15.47,127,9.82,6,1.65,58.99,0
1953,137,0,0,0,120,35.5,100,19.15,130,9.97,5,3.0,67.62,0
1954,71,0,0,0,82,40.46,94,23.67,134,8.69,10,3.19,76.01,1
1955,139,0,0,0,103,35.89,108,17.59,70,8.73,4,1.51,63.72,0
1956,107,30,3,0,87,33.81,90,17.6,76,7.19,4,3.4,62.0,0
1957,147,0,1,0,79,36.18,91,17.35,113,7.03,2,2.75,63.31,0
1958,116,0,3,0,126,23.36,94,10.2,64,5.86,2,3.35,42.77,0
1959,60,31,2,0,75,32.61,135,22.76,62,9.02,3,3.46,67.85,0
1960,38,0,0,0,92,25.33,78,4.18,93,7.35,11,3.75,40.61,0
1961,63,0,3,0,118,19.91,90,21.22,84,7.3,4,3.0,51.43,0
1962,94,0,3,0,79,18.36,152,20.56,92,11.34,3,2.81,53.07,0
1963,131,0,0,0,133,19.18,116,16.95,105,6.42,5,2.73,45.28,0
1964,158,0,1,0,105,29.9,88,16.01,98,8.47,6,2.97,57.35,0
1965,139,0,1,0,109,40.22,107,14.44,118,9.55,2,3.0,67.21,1
1966,77,0,1,0,102,28.8,144,15.72,89,10.54,7,0.54,55.6,0
1967,140,0,3,0,79,22.03,99,20.93,124,7.74,10,2.54,53.24,0
1968,72,0,1,0,97,30.11,105,15.7,94,7.83,6,2.16,55.8,0
1969,52,20,1,0,63,22.66,123,15.65,107,12.28,2,3.65,54.24,0
1970,103,0,5,0,121,28.53,123,18.1,73,9.37,3,3.51,59.51,0
1971,74,32,1,0,107,29.68,115,26.4,92,10.56,4,2.43,69.07,0
1972,124,0,2,0,101,25.55,112,21.75,62,6.15,4,3.38,56.83,0
1973,85,21,5,0,110,48.14,108,20.37,80,6.73,1,1.7,76.94,0
1974,113,20,5,0,83,26.83,56,13.73,100,12.22,2,2.35,55.13,1
1975,71,0,2,0,132,24.0,90,12.67,72,7.71,2,1.89,46.27,0
1976,177,27,1,0,106,39.13,78,16.67,108,9.69,2,2.81,68.3,0
1977,49,0,2,1,92,40.43,119,17.76,86,7.55,6,4.21,69.95,1
1978,106,0,3,1,84,34.68,61,14.32,102,7.38,3,3.59,59.97,1
1979,60,0,1,0,106,37.59,48,15.18,90,9.12,3,2.0,63.89,0
1980,43,0,4,0,93,30.12,60,12.12,144,14.13,2,3.43,59.8,0
1981,66,0,1,0,133,20.06,99,21.09,122,9.65,5,1.43,52.23,0
1982,125,0,0,0,73,27.85,85,21.73,95,8.68,4,4.24,62.5,0
1983,114,4,3,0,96,24.02,88,19.58,85,10.07,3,2.54,56.21,0
1984,112,0,3,0,119,46.33,94,19.22,94,7.16,5,4.43,77.14,1
1985,101,16,2,0,112,20.21,97,19.41,111,8.1,5,2.21,49.93,0
